query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	highlighted
query_1	TRUE	9.111373228131931e-20	2274	7681	1047	0.13631037625309206	0.4604221635883905	GO:0048584	GO:BP	positive regulation of response to stimulus	21031	13280		FALSE
query_1	TRUE	9.169855922679895e-20	521	7681	300	0.039057414399166775	0.5758157389635317	GO:0051052	GO:BP	regulation of DNA metabolic process	21031	13901		FALSE
query_1	TRUE	1.1099852348279642e-19	1463	7681	712	0.09269626350735581	0.48667122351332875	GO:0042981	GO:BP	regulation of apoptotic process	21031	10815		FALSE
query_1	TRUE	2.9450233036876236e-19	526	7681	301	0.039187605780497334	0.5722433460076045	GO:0034655	GO:BP	nucleobase-containing compound catabolic process	21031	9010		FALSE
query_1	TRUE	3.9995773120108887e-19	171	7681	125	0.01627392266631949	0.7309941520467836	GO:1903008	GO:BP	organelle disassembly	21031	23264		FALSE
query_1	TRUE	5.272278359687159e-19	306	7681	195	0.025387319359458402	0.6372549019607843	GO:0006401	GO:BP	RNA catabolic process	21031	2186		FALSE
query_1	TRUE	6.018518762231055e-19	220	7681	151	0.019658898580913943	0.6863636363636364	GO:0034976	GO:BP	response to endoplasmic reticulum stress	21031	9048		FALSE
query_1	TRUE	6.866534867079964e-19	635	7681	350	0.04556698346569457	0.5511811023622047	GO:0051276	GO:BP	chromosome organization	21031	14061		FALSE
query_1	TRUE	7.746415495489599e-19	261	7681	172	0.02239291758885562	0.6590038314176245	GO:0000209	GO:BP	protein polyubiquitination	21031	60		FALSE
query_1	TRUE	1.0227060019986283e-18	1861	7681	873	0.11365707590157531	0.4691026329930145	GO:0141124	GO:BP	intracellular signaling cassette	21031	20599		FALSE
query_1	TRUE	1.6554494748720827e-18	302	7681	192	0.024996745215466736	0.6357615894039735	GO:1903311	GO:BP	regulation of mRNA metabolic process	21031	23484		FALSE
query_1	TRUE	1.6688469034413368e-18	286	7681	184	0.02395521416482229	0.6433566433566433	GO:0016197	GO:BP	endosomal transport	21031	5230		FALSE
query_1	TRUE	1.778921801911346e-18	537	7681	304	0.039578179924489	0.5661080074487895	GO:0044770	GO:BP	cell cycle phase transition	21031	11534		FALSE
query_1	TRUE	2.0357527454492147e-18	815	7681	429	0.055852102590808486	0.5263803680981595	GO:0061024	GO:BP	membrane organization	21031	15620		FALSE
query_1	TRUE	4.21768820943722e-18	365	7681	222	0.028902486655383412	0.6082191780821918	GO:0042176	GO:BP	regulation of protein catabolic process	21031	10349		FALSE
query_1	TRUE	4.417094464222835e-18	971	7681	496	0.06457492513995573	0.5108135942327497	GO:0044087	GO:BP	regulation of cellular component biogenesis	21031	11272		FALSE
query_1	TRUE	5.183463119578127e-18	555	7681	311	0.04048951959380289	0.5603603603603604	GO:0030162	GO:BP	regulation of proteolysis	21031	6927		FALSE
query_1	TRUE	6.906996233641297e-18	604	7681	333	0.04335372998307512	0.5513245033112583	GO:0006281	GO:BP	DNA repair	21031	2116		FALSE
query_1	TRUE	8.116027577864998e-18	315	7681	197	0.025647702122119517	0.6253968253968254	GO:0034504	GO:BP	protein localization to nucleus	21031	8968		FALSE
query_1	TRUE	2.8055819000352017e-17	1290	7681	629	0.08189037885691967	0.4875968992248062	GO:0009968	GO:BP	negative regulation of signal transduction	21031	3844		FALSE
query_1	TRUE	4.046058442410016e-17	186	7681	130	0.01692487957297227	0.6989247311827957	GO:0043484	GO:BP	regulation of RNA splicing	21031	11085		FALSE
query_1	TRUE	4.37062233574926e-17	347	7681	211	0.0274703814607473	0.6080691642651297	GO:0009895	GO:BP	negative regulation of catabolic process	21031	3793		FALSE
query_1	TRUE	5.464305396859869e-17	1097	7681	546	0.07108449420648354	0.4977210574293528	GO:0044093	GO:BP	positive regulation of molecular function	21031	11278		FALSE
query_1	TRUE	5.676028054260604e-17	1398	7681	673	0.08761879963546414	0.4814020028612303	GO:0023057	GO:BP	negative regulation of signaling	21031	6879		FALSE
query_1	TRUE	6.55136584588862e-17	995	7681	502	0.06535607342793907	0.5045226130653266	GO:0060341	GO:BP	regulation of cellular localization	21031	15019		FALSE
query_1	TRUE	9.91950607166802e-17	357	7681	215	0.027991146986069523	0.6022408963585434	GO:0010506	GO:BP	regulation of autophagy	21031	4228		FALSE
query_1	TRUE	1.3102684534910335e-16	199	7681	136	0.017706027860955605	0.6834170854271356	GO:0031396	GO:BP	regulation of protein ubiquitination	21031	7411		FALSE
query_1	TRUE	1.5919363320010544e-16	1398	7681	671	0.08735841687280302	0.4799713876967096	GO:0010648	GO:BP	negative regulation of cell communication	21031	4344		FALSE
query_1	TRUE	2.2190064391459095e-16	1648	7681	774	0.10076812914985028	0.4696601941747573	GO:0048585	GO:BP	negative regulation of response to stimulus	21031	13281		FALSE
query_1	TRUE	2.584152461217675e-16	332	7681	202	0.026298659028772296	0.608433734939759	GO:0031331	GO:BP	positive regulation of cellular catabolic process	21031	7380		FALSE
query_1	TRUE	2.596225763782156e-16	889	7681	454	0.05910688712407239	0.5106861642294713	GO:0032880	GO:BP	regulation of protein localization	21031	8156		FALSE
query_1	TRUE	3.033181888038363e-16	322	7681	197	0.025647702122119517	0.6118012422360248	GO:0042254	GO:BP	ribosome biogenesis	21031	10405		FALSE
query_1	TRUE	4.3003080977900314e-16	986	7681	495	0.06444473375862518	0.5020283975659229	GO:0000122	GO:BP	negative regulation of transcription by RNA polymerase II	21031	49		FALSE
query_1	TRUE	6.34818240868391e-16	555	7681	305	0.039708371305819556	0.5495495495495496	GO:0042110	GO:BP	T cell activation	21031	10315		FALSE
query_1	TRUE	6.387470348743087e-16	544	7681	300	0.039057414399166775	0.5514705882352942	GO:1902532	GO:BP	negative regulation of intracellular signal transduction	21031	22896		FALSE
query_1	TRUE	9.34624240068703e-16	251	7681	161	0.020960812394219503	0.6414342629482072	GO:0006402	GO:BP	mRNA catabolic process	21031	2187		FALSE
query_1	TRUE	9.72039378087114e-16	432	7681	248	0.032287462569977866	0.5740740740740741	GO:0044772	GO:BP	mitotic cell cycle phase transition	21031	11536		FALSE
query_1	TRUE	1.263675938079324e-15	881	7681	448	0.058325738836089054	0.5085130533484676	GO:0050776	GO:BP	regulation of immune response	21031	13679		FALSE
query_1	TRUE	1.9034184596475554e-15	567	7681	309	0.04022913683114178	0.544973544973545	GO:0044270	GO:BP	cellular nitrogen compound catabolic process	21031	11311		FALSE
query_1	TRUE	2.938124813084523e-15	308	7681	188	0.024475979690144513	0.6103896103896104	GO:0030217	GO:BP	T cell differentiation	21031	6962		FALSE
query_1	TRUE	3.27639020881758e-15	602	7681	324	0.04218200755110012	0.5382059800664452	GO:0010256	GO:BP	endomembrane system organization	21031	4071		FALSE
query_1	TRUE	3.4828331369725815e-15	496	7681	276	0.03593282124723343	0.5564516129032258	GO:0007346	GO:BP	regulation of mitotic cell cycle	21031	2889		FALSE
query_1	TRUE	4.197769449994215e-15	946	7681	474	0.0617107147506835	0.5010570824524313	GO:0045321	GO:BP	leukocyte activation	21031	11749		FALSE
query_1	TRUE	5.69073589070851e-15	568	7681	308	0.04009894544981122	0.5422535211267606	GO:0046700	GO:BP	heterocycle catabolic process	21031	12732		FALSE
query_1	TRUE	6.8190872831050826e-15	724	7681	377	0.04908215076161958	0.5207182320441989	GO:0010564	GO:BP	regulation of cell cycle process	21031	4266		FALSE
query_1	TRUE	7.780734012204374e-15	1579	7681	738	0.09608123942195027	0.467384420519316	GO:0016310	GO:BP	phosphorylation	21031	5261		FALSE
query_1	TRUE	8.931868320614766e-15	492	7681	273	0.03554224710324177	0.5548780487804879	GO:0002764	GO:BP	immune response-regulating signaling pathway	21031	1282		FALSE
query_1	TRUE	1.3407389973512002e-14	1054	7681	518	0.06743913552922796	0.49146110056925996	GO:0002684	GO:BP	positive regulation of immune system process	21031	1209		FALSE
query_1	TRUE	2.0065032985973004e-14	191	7681	128	0.016664496810311156	0.6701570680628273	GO:0032200	GO:BP	telomere organization	21031	7664		FALSE
query_1	TRUE	2.1329555323677354e-14	19708	7681	7339	0.9554745475849499	0.3723868479805155	GO:0009987	GO:BP	cellular process	21031	3849		FALSE
query_1	TRUE	3.4080433713882556e-14	465	7681	259	0.03371956776461398	0.556989247311828	GO:0002757	GO:BP	immune response-activating signaling pathway	21031	1275		FALSE
query_1	TRUE	4.129863881925613e-14	1092	7681	532	0.06926181486785575	0.48717948717948717	GO:0001775	GO:BP	cell activation	21031	445		FALSE
query_1	TRUE	4.829299369332143e-14	7394	7681	2982	0.38823069912771774	0.40329997295104136	GO:0051716	GO:BP	cellular response to stimulus	21031	14364		FALSE
query_1	TRUE	5.4023811382655405e-14	604	7681	321	0.04179143340710845	0.5314569536423841	GO:0051336	GO:BP	regulation of hydrolase activity	21031	14111		FALSE
query_1	TRUE	6.456024805617687e-14	434	7681	244	0.031766697044655644	0.5622119815668203	GO:0030098	GO:BP	lymphocyte differentiation	21031	6913		FALSE
query_1	TRUE	7.781630505198239e-14	197	7681	130	0.01692487957297227	0.6598984771573604	GO:0006403	GO:BP	RNA localization	21031	2188		FALSE
query_1	TRUE	9.114887661235153e-14	233	7681	148	0.019268324436922276	0.6351931330472103	GO:1903050	GO:BP	regulation of proteolysis involved in protein catabolic process	21031	23304		FALSE
query_1	TRUE	1.2397324946078324e-13	356	7681	207	0.026949615935425074	0.5814606741573034	GO:0010563	GO:BP	negative regulation of phosphorus metabolic process	21031	4265		FALSE
query_1	TRUE	1.284518154258523e-13	438	7681	245	0.0318968884259862	0.5593607305936074	GO:0034470	GO:BP	ncRNA processing	21031	8945		FALSE
query_1	TRUE	1.3736751504443064e-13	607	7681	321	0.04179143340710845	0.528830313014827	GO:0097190	GO:BP	apoptotic signaling pathway	21031	19069		FALSE
query_1	TRUE	1.4983206871050156e-13	587	7681	312	0.04061971097513345	0.5315161839863713	GO:0019439	GO:BP	aromatic compound catabolic process	21031	5984		FALSE
query_1	TRUE	1.8373805344761232e-13	2455	7681	1084	0.14112745736232263	0.4415478615071283	GO:0050793	GO:BP	regulation of developmental process	21031	13690		FALSE
query_1	TRUE	1.9194861785384378e-13	128	7681	93	0.0121077984637417	0.7265625	GO:0006413	GO:BP	translational initiation	21031	2195		FALSE
query_1	TRUE	2.0004857622802018e-13	355	7681	206	0.026819424554094518	0.5802816901408451	GO:0045936	GO:BP	negative regulation of phosphate metabolic process	21031	12128		FALSE
query_1	TRUE	2.1038446853858085e-13	263	7681	162	0.02109100377555006	0.6159695817490495	GO:0016072	GO:BP	rRNA metabolic process	21031	5160		FALSE
query_1	TRUE	2.286426082996774e-13	433	7681	242	0.03150631428199453	0.558891454965358	GO:1901987	GO:BP	regulation of cell cycle phase transition	21031	22456		FALSE
query_1	TRUE	2.4504200225893183e-13	627	7681	329	0.0428329644577529	0.5247208931419458	GO:0002521	GO:BP	leukocyte differentiation	21031	1050		FALSE
query_1	TRUE	5.505825864510274e-13	506	7681	274	0.03567243848457232	0.541501976284585	GO:0007264	GO:BP	small GTPase-mediated signal transduction	21031	2825		FALSE
query_1	TRUE	5.710663840241036e-13	495	7681	269	0.03502148157791954	0.5434343434343434	GO:0007005	GO:BP	mitochondrion organization	21031	2648		FALSE
query_1	TRUE	5.876210727614025e-13	484	7681	264	0.034370524671266764	0.5454545454545454	GO:1903131	GO:BP	mononuclear cell differentiation	21031	23363		FALSE
query_1	TRUE	6.076948055001711e-13	8055	7681	3218	0.41895586512172894	0.3995034140285537	GO:0006139	GO:BP	nucleobase-containing compound metabolic process	21031	2004		FALSE
query_1	TRUE	8.288563679962682e-13	505	7681	273	0.03554224710324177	0.5405940594059406	GO:0010638	GO:BP	positive regulation of organelle organization	21031	4334		FALSE
query_1	TRUE	9.100912350534113e-13	215	7681	137	0.01783621924228616	0.6372093023255814	GO:0050821	GO:BP	protein stabilization	21031	13712		FALSE
query_1	TRUE	1.184218358313577e-12	515	7681	277	0.03606301262856399	0.537864077669903	GO:0051493	GO:BP	regulation of cytoskeleton organization	21031	14203		FALSE
query_1	TRUE	1.2864324183097377e-12	594	7681	312	0.04061971097513345	0.5252525252525253	GO:0051338	GO:BP	regulation of transferase activity	21031	14113		FALSE
query_1	TRUE	1.2884986686610008e-12	300	7681	178	0.023174065876838953	0.5933333333333334	GO:0051054	GO:BP	positive regulation of DNA metabolic process	21031	13903		FALSE
query_1	TRUE	1.3934347350799825e-12	2018	7681	904	0.11769300872282255	0.44796828543111994	GO:0032879	GO:BP	regulation of localization	21031	8155		FALSE
query_1	TRUE	1.4512663492584433e-12	232	7681	145	0.01887775029293061	0.625	GO:0007033	GO:BP	vacuole organization	21031	2669		FALSE
query_1	TRUE	1.68390452861807e-12	159	7681	108	0.01406066918370004	0.6792452830188679	GO:0016241	GO:BP	regulation of macroautophagy	21031	5244		FALSE
query_1	TRUE	1.7237350276100913e-12	964	7681	471	0.06132014060669184	0.48858921161825725	GO:0010243	GO:BP	response to organonitrogen compound	21031	4060		FALSE
query_1	TRUE	1.740307706983726e-12	620	7681	323	0.04205181616976956	0.5209677419354839	GO:0051640	GO:BP	organelle localization	21031	14308		FALSE
query_1	TRUE	1.9305329866988158e-12	406	7681	227	0.029553443562036194	0.5591133004926109	GO:0009615	GO:BP	response to virus	21031	3578		FALSE
query_1	TRUE	2.1246250900333505e-12	169	7681	113	0.01471162609035282	0.6686390532544378	GO:0051168	GO:BP	nuclear export	21031	13992		FALSE
query_1	TRUE	2.1597207701385425e-12	1060	7681	511	0.06652779585991407	0.4820754716981132	GO:1901698	GO:BP	response to nitrogen compound	21031	22185		FALSE
query_1	TRUE	2.28164590524458e-12	173	7681	115	0.01497200885301393	0.6647398843930635	GO:2000058	GO:BP	regulation of ubiquitin-dependent protein catabolic process	21031	26083		FALSE
query_1	TRUE	2.7491469310003723e-12	688	7681	352	0.04582736622835568	0.5116279069767442	GO:0031047	GO:BP	regulatory ncRNA-mediated gene silencing	21031	7256		FALSE
query_1	TRUE	2.8669398248334602e-12	418	7681	232	0.030204400468688972	0.5550239234449761	GO:1903706	GO:BP	regulation of hemopoiesis	21031	23819		FALSE
query_1	TRUE	4.1308156896650975e-12	1663	7681	758	0.09868506704856138	0.45580276608538783	GO:1901700	GO:BP	response to oxygen-containing compound	21031	22187		FALSE
query_1	TRUE	4.764403333085963e-12	437	7681	240	0.03124593151933342	0.5491990846681922	GO:0030099	GO:BP	myeloid cell differentiation	21031	6914		FALSE
query_1	TRUE	4.973381982632875e-12	320	7681	186	0.0242155969274834	0.58125	GO:0045862	GO:BP	positive regulation of proteolysis	21031	12072		FALSE
query_1	TRUE	6.285633106401472e-12	138	7681	96	0.012498372607733368	0.6956521739130435	GO:0050852	GO:BP	T cell receptor signaling pathway	21031	13735		FALSE
query_1	TRUE	6.785581739218766e-12	8228	7681	3272	0.425986199713579	0.39766650461837627	GO:0046483	GO:BP	heterocycle metabolic process	21031	12593		FALSE
query_1	TRUE	8.638347968288928e-12	332	7681	191	0.02486655383413618	0.5753012048192772	GO:1901990	GO:BP	regulation of mitotic cell cycle phase transition	21031	22459		FALSE
query_1	TRUE	9.317901388301852e-12	131	7681	92	0.011977607082411145	0.7022900763358778	GO:0000956	GO:BP	nuclear-transcribed mRNA catabolic process	21031	266		FALSE
query_1	TRUE	9.36815530498183e-12	718	7681	363	0.0472594714229918	0.5055710306406686	GO:0050778	GO:BP	positive regulation of immune response	21031	13681		FALSE
query_1	TRUE	9.49979676652356e-12	150	7681	102	0.013279520895716703	0.68	GO:0035966	GO:BP	response to topologically incorrect protein	21031	9691		FALSE
query_1	TRUE	9.897755429383489e-12	672	7681	343	0.04465564379638068	0.5104166666666666	GO:0044092	GO:BP	negative regulation of molecular function	21031	11277		FALSE
query_1	TRUE	1.1026126352214577e-11	531	7681	281	0.036583778153886214	0.5291902071563088	GO:0002253	GO:BP	activation of immune response	21031	792		FALSE
query_1	TRUE	1.1101126916194365e-11	932	7681	454	0.05910688712407239	0.4871244635193133	GO:0034097	GO:BP	response to cytokine	21031	8691		FALSE
query_1	TRUE	1.114025746457336e-11	135	7681	94	0.012237989845072256	0.6962962962962963	GO:1901875	GO:BP	positive regulation of post-translational protein modification	21031	22353		FALSE
query_1	TRUE	1.1532907462187496e-11	1778	7681	802	0.10441348782710584	0.45106861642294716	GO:0023056	GO:BP	positive regulation of signaling	21031	6878		FALSE
query_1	TRUE	1.1898047688839858e-11	1116	7681	531	0.0691316234865252	0.47580645161290325	GO:0051130	GO:BP	positive regulation of cellular component organization	21031	13955		FALSE
query_1	TRUE	1.8868922962064722e-11	362	7681	204	0.026559041791433407	0.56353591160221	GO:0030522	GO:BP	intracellular receptor signaling pathway	21031	7073		FALSE
query_1	TRUE	2.1435151781249187e-11	134	7681	93	0.0121077984637417	0.6940298507462687	GO:1903322	GO:BP	positive regulation of protein modification by small protein conjugation or removal	21031	23495		FALSE
query_1	TRUE	2.840059847908282e-11	191	7681	122	0.015883348522327822	0.6387434554973822	GO:0050851	GO:BP	antigen receptor-mediated signaling pathway	21031	13734		FALSE
query_1	TRUE	3.0164925194578764e-11	396	7681	219	0.028511912511391745	0.553030303030303	GO:0043086	GO:BP	negative regulation of catalytic activity	21031	10869		FALSE
query_1	TRUE	3.947747781802501e-11	222	7681	137	0.01783621924228616	0.6171171171171171	GO:0031330	GO:BP	negative regulation of cellular catabolic process	21031	7379		FALSE
query_1	TRUE	4.0623823037525075e-11	907	7681	441	0.05741439916677516	0.4862183020948181	GO:0043069	GO:BP	negative regulation of programmed cell death	21031	10865		FALSE
query_1	TRUE	4.098544232881362e-11	2776	7681	1195	0.1555787006900143	0.43047550432276654	GO:0002376	GO:BP	immune system process	21031	913		FALSE
query_1	TRUE	4.642661419389275e-11	206	7681	129	0.016794688191641715	0.6262135922330098	GO:0045732	GO:BP	positive regulation of protein catabolic process	21031	11969		FALSE
query_1	TRUE	4.736190314275171e-11	137	7681	94	0.012237989845072256	0.6861313868613139	GO:0006986	GO:BP	response to unfolded protein	21031	2639		FALSE
query_1	TRUE	4.997721900732041e-11	192	7681	122	0.015883348522327822	0.6354166666666666	GO:0061136	GO:BP	regulation of proteasomal protein catabolic process	21031	15722		FALSE
query_1	TRUE	5.0877947766876923e-11	632	7681	323	0.04205181616976956	0.5110759493670886	GO:0016441	GO:BP	post-transcriptional gene silencing	21031	5285		FALSE
query_1	TRUE	5.21679563728877e-11	616	7681	316	0.04114047650045567	0.512987012987013	GO:1901361	GO:BP	organic cyclic compound catabolic process	21031	21927		FALSE
query_1	TRUE	5.2885166401987146e-11	315	7681	181	0.02356464002083062	0.5746031746031746	GO:0097193	GO:BP	intrinsic apoptotic signaling pathway	21031	19072		FALSE
query_1	TRUE	5.665482738394111e-11	1189	7681	558	0.0726467907824502	0.4693019343986543	GO:0010628	GO:BP	positive regulation of gene expression	21031	4324		FALSE
query_1	TRUE	6.263845686134921e-11	1561	7681	710	0.0924358807446947	0.4548366431774504	GO:0009967	GO:BP	positive regulation of signal transduction	21031	3843		FALSE
query_1	TRUE	6.29567532526646e-11	309	7681	178	0.023174065876838953	0.5760517799352751	GO:0007249	GO:BP	canonical NF-kappaB signal transduction	21031	2816		FALSE
query_1	TRUE	6.543199016518426e-11	656	7681	333	0.04335372998307512	0.5076219512195121	GO:0051301	GO:BP	cell division	21031	14080		FALSE
query_1	TRUE	7.042620533700718e-11	320	7681	183	0.023825022783491735	0.571875	GO:0019058	GO:BP	viral life cycle	21031	5737		FALSE
query_1	TRUE	7.05341408808863e-11	624	7681	319	0.041531050644447336	0.5112179487179487	GO:0035194	GO:BP	regulatory ncRNA-mediated post-transcriptional gene silencing	21031	9186		FALSE
query_1	TRUE	7.813529089819173e-11	1432	7681	657	0.08553573753417523	0.45879888268156427	GO:0071495	GO:BP	cellular response to endogenous stimulus	21031	17229		FALSE
query_1	TRUE	8.787900744845897e-11	191	7681	121	0.015753157140997266	0.6335078534031413	GO:0061013	GO:BP	regulation of mRNA catabolic process	21031	15615		FALSE
query_1	TRUE	1.4898476520254592e-10	1777	7681	795	0.10350214815779195	0.4473832301631964	GO:0010647	GO:BP	positive regulation of cell communication	21031	4343		FALSE
query_1	TRUE	1.6973254311025544e-10	135	7681	92	0.011977607082411145	0.6814814814814815	GO:0006354	GO:BP	DNA-templated transcription elongation	21031	2154		FALSE
query_1	TRUE	1.936333363423635e-10	1724	7681	773	0.10063793776851973	0.44837587006960555	GO:0044419	GO:BP	biological process involved in interspecies interaction between organisms	21031	11378		FALSE
query_1	TRUE	1.9990933119574562e-10	881	7681	427	0.055591719828147375	0.48467650397275824	GO:0043066	GO:BP	negative regulation of apoptotic process	21031	10862		FALSE
query_1	TRUE	2.0664514284004423e-10	417	7681	226	0.02942325218070564	0.5419664268585132	GO:0043254	GO:BP	regulation of protein-containing complex assembly	21031	10941		FALSE
query_1	TRUE	2.142774710798484e-10	612	7681	312	0.04061971097513345	0.5098039215686274	GO:0035195	GO:BP	miRNA-mediated post-transcriptional gene silencing	21031	9187		FALSE
query_1	TRUE	2.4598964239883587e-10	321	7681	182	0.023694831402161175	0.5669781931464174	GO:0048872	GO:BP	homeostasis of number of cells	21031	13540		FALSE
query_1	TRUE	2.5871533179342987e-10	274	7681	160	0.020830621012888947	0.583941605839416	GO:0043122	GO:BP	regulation of canonical NF-kappaB signal transduction	21031	10893		FALSE
query_1	TRUE	2.667788410630679e-10	161	7681	105	0.013670095039708372	0.6521739130434783	GO:0051236	GO:BP	establishment of RNA localization	21031	14034		FALSE
query_1	TRUE	2.998988361253573e-10	224	7681	136	0.017706027860955605	0.6071428571428571	GO:0006364	GO:BP	rRNA processing	21031	2163		FALSE
query_1	TRUE	3.4197123775731975e-10	1678	7681	753	0.0980341101419086	0.44874851013110845	GO:0009719	GO:BP	response to endogenous stimulus	21031	3654		FALSE
query_1	TRUE	3.769346674617736e-10	46	7681	41	0.0053378466345527925	0.8913043478260869	GO:0006984	GO:BP	ER-nucleus signaling pathway	21031	2638		FALSE
query_1	TRUE	4.5477297251610053e-10	97	7681	71	0.00924358807446947	0.7319587628865979	GO:0000422	GO:BP	autophagy of mitochondrion	21031	128		FALSE
query_1	TRUE	4.746298518297842e-10	158	7681	103	0.013409712277047259	0.6518987341772152	GO:0050657	GO:BP	nucleic acid transport	21031	13626		FALSE
query_1	TRUE	4.746298518297842e-10	158	7681	103	0.013409712277047259	0.6518987341772152	GO:0050658	GO:BP	RNA transport	21031	13627		FALSE
query_1	TRUE	4.81179554473167e-10	160	7681	104	0.013539903658377815	0.65	GO:0000723	GO:BP	telomere maintenance	21031	204		FALSE
query_1	TRUE	4.943379051538215e-10	166	7681	107	0.013930477802369483	0.6445783132530121	GO:0034250	GO:BP	positive regulation of amide metabolic process	21031	8815		FALSE
query_1	TRUE	6.25951035775676e-10	8280	7681	3271	0.4258560083322484	0.39504830917874395	GO:0006725	GO:BP	cellular aromatic compound metabolic process	21031	2457		FALSE
query_1	TRUE	6.298011871672934e-10	135	7681	91	0.011847415701080588	0.674074074074074	GO:0034728	GO:BP	nucleosome organization	21031	9025		FALSE
query_1	TRUE	6.926396919301086e-10	103	7681	74	0.009634162218461138	0.7184466019417476	GO:0019080	GO:BP	viral gene expression	21031	5753		FALSE
query_1	TRUE	6.962215882034658e-10	773	7681	379	0.04934253352428069	0.49029754204398446	GO:0043085	GO:BP	positive regulation of catalytic activity	21031	10868		FALSE
query_1	TRUE	9.265411100555052e-10	241	7681	143	0.018617367530269498	0.5933609958506224	GO:0044843	GO:BP	cell cycle G1/S phase transition	21031	11578		FALSE
query_1	TRUE	9.461692778545104e-10	1346	7681	616	0.08019789089962244	0.4576523031203566	GO:0006468	GO:BP	protein phosphorylation	21031	2231		FALSE
query_1	TRUE	1.1958928598880395e-9	490	7681	256	0.03332899362062231	0.5224489795918368	GO:1903829	GO:BP	positive regulation of protein localization	21031	23913		FALSE
query_1	TRUE	1.1972916799826302e-9	250	7681	147	0.01913813305559172	0.588	GO:0032984	GO:BP	protein-containing complex disassembly	21031	8244		FALSE
query_1	TRUE	1.2222295917337036e-9	136	7681	91	0.011847415701080588	0.6691176470588235	GO:0032434	GO:BP	regulation of proteasomal ubiquitin-dependent protein catabolic process	21031	7835		FALSE
query_1	TRUE	1.2576293346673365e-9	248	7681	146	0.019007941674261165	0.5887096774193549	GO:0033044	GO:BP	regulation of chromosome organization	21031	8279		FALSE
query_1	TRUE	1.2683968742132294e-9	138	7681	92	0.011977607082411145	0.6666666666666666	GO:0016482	GO:BP	cytosolic transport	21031	5295		FALSE
query_1	TRUE	1.3526669241716668e-9	8525	7681	3358	0.43718265850800675	0.393900293255132	GO:1901360	GO:BP	organic cyclic compound metabolic process	21031	21926		FALSE
query_1	TRUE	1.3740484970122771e-9	102	7681	73	0.009503970837130582	0.7156862745098039	GO:0035967	GO:BP	cellular response to topologically incorrect protein	21031	9692		FALSE
query_1	TRUE	1.401832135800734e-9	486	7681	254	0.0330686108579612	0.522633744855967	GO:0051656	GO:BP	establishment of organelle localization	21031	14324		FALSE
query_1	TRUE	1.531659275918001e-9	174	7681	110	0.01432105194636115	0.632183908045977	GO:0043488	GO:BP	regulation of mRNA stability	21031	11088		FALSE
query_1	TRUE	1.5609860400178538e-9	168	7681	107	0.013930477802369483	0.6369047619047619	GO:0051170	GO:BP	import into nucleus	21031	13994		FALSE
query_1	TRUE	1.6044563863838655e-9	2955	7681	1253	0.16312980080718656	0.42402707275803725	GO:0051239	GO:BP	regulation of multicellular organismal process	21031	14037		FALSE
query_1	TRUE	1.8655242957830334e-9	839	7681	405	0.05272750943887514	0.4827175208581645	GO:0071345	GO:BP	cellular response to cytokine stimulus	21031	17097		FALSE
query_1	TRUE	2.108533895536922e-9	197	7681	121	0.015753157140997266	0.6142131979695431	GO:0042770	GO:BP	signal transduction in response to DNA damage	21031	10704		FALSE
query_1	TRUE	2.178349864620459e-9	133	7681	89	0.011587032938419476	0.6691729323308271	GO:0006888	GO:BP	endoplasmic reticulum to Golgi vesicle-mediated transport	21031	2573		FALSE
query_1	TRUE	2.328208647317871e-9	717	7681	353	0.04595755760968624	0.49232914923291493	GO:0030036	GO:BP	actin cytoskeleton organization	21031	6897		FALSE
query_1	TRUE	2.3844888533801784e-9	187	7681	116	0.015102200234344486	0.6203208556149733	GO:0043487	GO:BP	regulation of RNA stability	21031	11087		FALSE
query_1	TRUE	2.3844888533801784e-9	187	7681	116	0.015102200234344486	0.6203208556149733	GO:1902806	GO:BP	regulation of cell cycle G1/S phase transition	21031	23089		FALSE
query_1	TRUE	2.3879155889877065e-9	327	7681	182	0.023694831402161175	0.5565749235474006	GO:0002768	GO:BP	immune response-regulating cell surface receptor signaling pathway	21031	1286		FALSE
query_1	TRUE	2.4364997286774927e-9	497	7681	258	0.03358937638328343	0.5191146881287726	GO:0051249	GO:BP	regulation of lymphocyte activation	21031	14044		FALSE
query_1	TRUE	2.533222661716128e-9	143	7681	94	0.012237989845072256	0.6573426573426573	GO:1903313	GO:BP	positive regulation of mRNA metabolic process	21031	23486		FALSE
query_1	TRUE	2.610540983430839e-9	177	7681	111	0.014451243327691706	0.6271186440677966	GO:0002262	GO:BP	myeloid cell homeostasis	21031	801		FALSE
query_1	TRUE	2.7622730057549544e-9	502	7681	260	0.03384975914594454	0.5179282868525896	GO:0002831	GO:BP	regulation of response to biotic stimulus	21031	1348		FALSE
query_1	TRUE	2.773592359725476e-9	163	7681	104	0.013539903658377815	0.6380368098159509	GO:0006606	GO:BP	protein import into nucleus	21031	2350		FALSE
query_1	TRUE	3.223684298486114e-9	383	7681	207	0.026949615935425074	0.5404699738903395	GO:1902903	GO:BP	regulation of supramolecular fiber organization	21031	23167		FALSE
query_1	TRUE	3.359206068420536e-9	105	7681	74	0.009634162218461138	0.7047619047619048	GO:0061014	GO:BP	positive regulation of mRNA catabolic process	21031	15616		FALSE
